0,0.0065538883209228516
1,0.004117012023925781
2,0.0050351619720458984
3,0.004024028778076172
4,0.003506898880004883
5,0.0035409927368164062
6,0.0036988258361816406
7,0.004464864730834961
8,0.02650594711303711
9,0.0036401748657226562
0,0.005299806594848633
1,0.0051441192626953125
2,0.005097866058349609
3,0.00368499755859375
4,0.003531217575073242
5,0.003692150115966797
6,0.0045850276947021484
7,0.0036270618438720703
8,0.02553391456604004
9,0.0036339759826660156
0,0.005445957183837891
1,0.005235910415649414
2,0.004616975784301758
3,0.004081010818481445
4,0.004094839096069336
5,0.003849029541015625
6,0.0042171478271484375
7,0.003665924072265625
8,0.027317047119140625
9,0.003776073455810547
0,0.00683903694152832
1,0.005870819091796875
2,0.006742000579833984
3,0.0041692256927490234
4,0.0037789344787597656
5,0.004124164581298828
6,0.0040318965911865234
7,0.004088878631591797
8,0.03166317939758301
9,0.0042858123779296875
0,0.0051648616790771484
1,0.004876613616943359
2,0.0036458969116210938
3,0.004996061325073242
4,0.006443023681640625
5,0.0036568641662597656
6,0.0036840438842773438
7,0.003609895706176758
8,0.03197002410888672
9,0.004845142364501953
0,0.005240917205810547
1,0.006247758865356445
2,0.005880832672119141
3,0.0037491321563720703
4,0.0035181045532226562
5,0.004531145095825195
6,0.003663778305053711
7,0.0036401748657226562
8,0.027411937713623047
9,0.0035216808319091797
0,0.0051403045654296875
1,0.005238056182861328
2,0.0038080215454101562
3,0.00391697883605957
4,0.0036497116088867188
5,0.003545999526977539
6,0.0037589073181152344
7,0.0037267208099365234
8,0.026671171188354492
9,0.004487037658691406
0,0.008613109588623047
1,0.009428262710571289
2,0.007166862487792969
3,0.00565028190612793
4,0.005697011947631836
5,0.010757207870483398
6,0.005730867385864258
7,0.007445096969604492
8,0.04526400566101074
9,0.008559942245483398
0,0.005321025848388672
1,0.005465984344482422
0,0.005114078521728516
1,0.00459599494934082
0,0.005025148391723633
1,0.004247903823852539
0,0.005342006683349609
1,0.007647991180419922
0,0.0009701251983642578
1,0.0006570816040039062
0,0.0008089542388916016
1,0.0005259513854980469
0,2,0.0007658004760742188
1,2,0.0016796588897705078
0,2,0.002585887908935547
1,2,0.0012722015380859375
0,2,0.0014410018920898438
0,2,0.004770994186401367
0,2,0.0007197856903076172
1,2,0.0005869865417480469
0,2,0.000823974609375
1,2,0.00072479248046875
0,2,0.0006699562072753906
1,2,0.0006189346313476562
0,2,0.0007061958312988281
1,2,0.0006687641143798828
0,2,0.0011458396911621094
1,2,0.0005979537963867188
0,2,0.0006670951843261719
1,2,0.0009031295776367188
0,2,0.0006108283996582031
